Beginnjahr;Beginnmonat;ZahlweiseInkasso;GeschlechtVP1;RauchertypVP1;x;n;t;Leistung;tba
2019;10;JAEHRLICH;MAENNLICH;RAUCHEN;20;2;2;537712.56;1595.99
2018;1;JAEHRLICH;WEIBLICH;RAUCHEN;25;23;19;245852.65;1149.05
2019;11;MONATLICH;MAENNLICH;NICHTRAUCHEN;43;9;5;215629.96;1787.91
2017;7;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;19;17;12;483550.22;1831.01
2017;10;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;53;11;2;424390.46;38997.25
2017;4;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;54;11;2;475418.28;24319.55
2018;6;JAEHRLICH;WEIBLICH;RAUCHEN;31;30;1;363585.51;64109.46
2018;6;MONATLICH;WEIBLICH;RAUCHEN;39;21;8;944979.65;20225.74
2017;2;MONATLICH;MAENNLICH;NICHTRAUCHEN;38;10;1;816895.25;27615.04
2019;4;HALBJAEHRLICH;MAENNLICH;RAUCHEN;18;33;14;911825.28;7528.59
2017;8;MONATLICH;WEIBLICH;NICHTRAUCHEN;22;37;7;50366.22;865.04
2018;10;MONATLICH;MAENNLICH;RAUCHEN;40;19;4;855838.79;31753.79
2019;8;MONATLICH;WEIBLICH;RAUCHEN;48;8;7;618821.91;7365.21
2019;12;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;53;12;6;600063.56;11451.76
2018;7;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;50;5;1;310489.07;9162.55
2017;6;JAEHRLICH;WEIBLICH;RAUCHEN;37;1;1;153138.25;558.99
2019;10;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;42;2;1;493674.47;4782.29
2019;1;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;32;1;1;883262.75;2412.93
2019;9;MONATLICH;MAENNLICH;NICHTRAUCHEN;57;3;2;649199.89;9107.9
2019;3;HALBJAEHRLICH;MAENNLICH;RAUCHEN;49;14;1;847197.93;152974.55
2017;1;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;47;12;5;208517.26;3125.12
2017;2;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;35;4;1;166375.01;1841.29
2017;8;JAEHRLICH;WEIBLICH;RAUCHEN;30;4;1;884009.49;10038.59
2019;9;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;33;17;16;596325.68;2304.21
2018;5;HALBJAEHRLICH;MAENNLICH;RAUCHEN;35;15;11;467958.01;3192.17
2017;11;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;36;12;10;20274.12;87.51
2019;1;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;46;17;15;693414.11;5889.41
2018;5;JAEHRLICH;MAENNLICH;RAUCHEN;44;2;1;420972.61;4675.35
2018;11;MONATLICH;MAENNLICH;RAUCHEN;48;10;2;490615.26;25579.84
2019;11;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;53;13;3;779865.91;32294.32
2018;7;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;29;37;25;637600;5051.39
2018;12;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;18;6;1;850193.89;13816.28
2018;1;MONATLICH;MAENNLICH;RAUCHEN;18;2;1;838188.56;4759.66
2017;11;JAEHRLICH;MAENNLICH;RAUCHEN;33;31;16;198545.2;3172.25
2019;1;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;24;39;17;302742.87;4298.17
2017;4;JAEHRLICH;MAENNLICH;RAUCHEN;20;46;46;620534.16;5185.06
2019;12;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;59;2;2;679803.1;7141.05
2017;11;MONATLICH;MAENNLICH;RAUCHEN;60;5;4;912303;31631.16
2019;7;MONATLICH;WEIBLICH;NICHTRAUCHEN;59;4;1;316726.74;13875.22
2017;6;MONATLICH;MAENNLICH;RAUCHEN;29;24;18;297302.92;1976.25
2019;12;MONATLICH;MAENNLICH;RAUCHEN;18;34;2;936963.42;51422.42
2018;9;MONATLICH;WEIBLICH;RAUCHEN;44;12;5;365128.06;7333.89
2018;12;HALBJAEHRLICH;MAENNLICH;RAUCHEN;52;8;2;763482.26;41055.29
2019;7;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;60;4;4;100286.7;1248.43
2017;8;MONATLICH;WEIBLICH;NICHTRAUCHEN;35;26;4;997228.67;28702.32
2018;2;HALBJAEHRLICH;MAENNLICH;RAUCHEN;43;7;3;601056.66;8769.19
2018;1;MONATLICH;WEIBLICH;NICHTRAUCHEN;51;4;4;605999.9;4022.97
2017;4;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;53;10;8;564414.19;12373.54
2018;1;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;34;28;3;836706.35;33525.48
2018;3;MONATLICH;WEIBLICH;NICHTRAUCHEN;21;13;10;887404.28;3143.93
2018;10;HALBJAEHRLICH;MAENNLICH;RAUCHEN;31;20;18;532960.58;2902.67
2017;6;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;18;27;19;74065.9;294.72
2019;10;HALBJAEHRLICH;WEIBLICH;RAUCHEN;20;41;25;785096.14;7137.16
2018;7;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;49;5;4;926041.26;6757.58
2017;9;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;34;6;1;998583.57;16304.42
2018;7;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;48;17;13;372055.54;4059.42
2018;10;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;38;26;6;418169.64;9571.93
2019;9;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;24;4;4;743960.36;2053.29
2017;9;MONATLICH;WEIBLICH;RAUCHEN;56;1;1;536708.43;8156.72
2019;3;HALBJAEHRLICH;MAENNLICH;RAUCHEN;29;19;15;987131.41;5138.77
2019;3;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;45;17;11;662176.64;6901.29
2018;12;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;29;23;4;232900.77;4096.24
2019;7;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;43;19;11;173914.74;3220.6
2017;6;MONATLICH;WEIBLICH;RAUCHEN;29;28;6;158813.28;3760.67
2018;3;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;54;12;2;249406.15;14620.08
2019;6;MONATLICH;WEIBLICH;NICHTRAUCHEN;40;7;3;524084.13;4440.03
2018;10;HALBJAEHRLICH;MAENNLICH;RAUCHEN;59;3;2;763663.52;24759.03
2019;5;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;26;20;12;728614.51;3496.88
2018;3;HALBJAEHRLICH;WEIBLICH;RAUCHEN;45;21;21;782678.32;12476.77
2018;4;HALBJAEHRLICH;WEIBLICH;RAUCHEN;57;9;7;515534.14;16356.38
2018;7;HALBJAEHRLICH;WEIBLICH;RAUCHEN;52;9;2;920434.81;57791.7
2019;8;MONATLICH;MAENNLICH;NICHTRAUCHEN;56;5;2;126642.34;2896.75
2018;11;JAEHRLICH;WEIBLICH;RAUCHEN;55;10;7;882227.59;25963.81
2019;1;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;33;10;3;228863.94;2710.26
2017;1;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;53;11;11;307247.71;3024.95
2017;9;MONATLICH;MAENNLICH;RAUCHEN;48;2;1;136899.18;2162.62
2018;5;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;51;15;4;158600.41;5212.8
2017;9;MONATLICH;WEIBLICH;NICHTRAUCHEN;44;10;4;109575.84;1348.72
2018;9;MONATLICH;WEIBLICH;NICHTRAUCHEN;21;28;9;37167.5;317.62
2019;5;JAEHRLICH;MAENNLICH;RAUCHEN;33;31;5;487597.27;22421.55
2017;2;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;34;24;16;74828.35;761.65
2018;11;JAEHRLICH;MAENNLICH;RAUCHEN;25;40;27;118619.95;1319.35
2017;3;MONATLICH;MAENNLICH;NICHTRAUCHEN;52;11;2;184970.12;8338.42
2018;11;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;54;3;2;931608.31;19032.93
2017;6;MONATLICH;MAENNLICH;RAUCHEN;55;7;2;720453.52;43539.35
2019;4;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;49;8;2;946283.61;23297.93
2019;3;HALBJAEHRLICH;WEIBLICH;RAUCHEN;22;34;18;6794.93;58.38
2019;6;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;39;27;20;361649.5;3327.56
2018;2;JAEHRLICH;MAENNLICH;RAUCHEN;34;2;2;863377.52;2879.09
2017;7;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;19;31;8;377169.35;4816.26
2017;1;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;33;21;21;445483.37;1875.01
2018;10;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;47;8;5;550853.6;8157.15
2019;7;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;37;8;2;435733.83;7225.27
2018;9;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;18;13;5;560769.3;3670.12
2018;6;JAEHRLICH;WEIBLICH;RAUCHEN;57;9;1;90719.95;17945.04
2017;4;JAEHRLICH;MAENNLICH;RAUCHEN;50;11;7;459999.12;9665.49
2019;8;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;21;5;4;507026.56;1727.31
2019;4;MONATLICH;WEIBLICH;NICHTRAUCHEN;23;2;1;799959.77;4313.17
2018;8;MONATLICH;WEIBLICH;NICHTRAUCHEN;28;36;35;620193.01;3498.97
2018;9;HALBJAEHRLICH;MAENNLICH;RAUCHEN;21;26;21;470445.19;2105.4
2019;3;MONATLICH;MAENNLICH;RAUCHEN;32;19;8;534065.31;5822.71
2019;9;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;23;43;42;663464.1;3760.41
2019;8;MONATLICH;WEIBLICH;NICHTRAUCHEN;31;28;12;591172.88;5657.6
2019;7;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;42;10;10;612827.79;2892.67
2017;7;MONATLICH;MAENNLICH;NICHTRAUCHEN;23;26;7;763941.25;7803.35
2019;5;MONATLICH;WEIBLICH;RAUCHEN;32;4;1;703451.47;8658.19
2017;11;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;54;11;1;184042.42;18920.45
2018;10;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;48;17;15;208078.78;2015.59
2018;3;JAEHRLICH;WEIBLICH;RAUCHEN;34;7;7;170605.12;634.73
2019;2;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;43;6;4;606603.93;3809.69
2019;11;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;22;42;8;135027.93;4012.92
2018;12;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;22;37;4;977675.49;28132.7
2019;2;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;32;8;2;320447.53;4159.78
2018;5;HALBJAEHRLICH;WEIBLICH;RAUCHEN;60;3;3;342343.97;8403.66
2018;1;MONATLICH;WEIBLICH;NICHTRAUCHEN;50;5;2;805258.06;12367.92
2017;2;JAEHRLICH;MAENNLICH;RAUCHEN;32;21;7;496753.3;7072.68
2019;1;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;55;11;4;368953.19;10695.52
2019;7;JAEHRLICH;MAENNLICH;RAUCHEN;44;11;11;319838.22;2723.79
2019;9;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;32;31;22;895083.71;6437.52
2018;6;JAEHRLICH;WEIBLICH;RAUCHEN;31;7;7;662123.38;2203.38
2019;1;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;59;2;2;264746.74;2759.04
2018;2;MONATLICH;WEIBLICH;RAUCHEN;25;34;31;50873.53;349.9
2018;7;MONATLICH;MAENNLICH;NICHTRAUCHEN;39;9;2;111542.51;1773.53
2018;5;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;31;33;9;416942.7;6841.18
2019;12;HALBJAEHRLICH;WEIBLICH;RAUCHEN;19;46;7;393650.04;14033.39
2019;12;HALBJAEHRLICH;WEIBLICH;RAUCHEN;38;25;7;220782.49;6843.62
2017;8;JAEHRLICH;WEIBLICH;RAUCHEN;60;2;2;984696.17;22491.05
2017;9;JAEHRLICH;WEIBLICH;RAUCHEN;46;6;3;771737.32;11789.03
2017;8;MONATLICH;MAENNLICH;RAUCHEN;35;24;17;250949.88;2634.15
2019;6;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;27;23;6;520204.2;5705.86
2019;5;HALBJAEHRLICH;WEIBLICH;RAUCHEN;28;34;26;964561.6;9073.39
2018;6;MONATLICH;WEIBLICH;NICHTRAUCHEN;55;4;4;920380.37;7936.52
2019;2;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;37;18;15;669490.64;5392.01
2018;5;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;40;21;21;952767.63;5758.35
2019;5;HALBJAEHRLICH;WEIBLICH;RAUCHEN;37;1;1;420081.39;1547.06
2019;2;MONATLICH;MAENNLICH;NICHTRAUCHEN;27;20;20;511812.69;1681.67
2017;1;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;30;23;4;941044.85;17243.41
2017;8;MONATLICH;WEIBLICH;RAUCHEN;33;19;17;891446.14;5388.71
2019;6;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;59;6;1;411603.25;28663.61
2018;3;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;31;8;2;594771.49;6182.48
2017;7;JAEHRLICH;MAENNLICH;RAUCHEN;55;10;6;329644.51;11132.05
2019;10;HALBJAEHRLICH;WEIBLICH;RAUCHEN;35;13;9;791115.42;5252.05
2017;12;JAEHRLICH;WEIBLICH;RAUCHEN;51;12;10;821945.51;15681.01
2018;10;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;19;5;5;448525.5;1263.42
2019;8;MONATLICH;MAENNLICH;RAUCHEN;19;27;22;530751.97;2298.46
2018;6;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;36;6;5;415871.97;1535.47
2017;2;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;33;22;15;985552.3;5817.41
2018;1;HALBJAEHRLICH;MAENNLICH;RAUCHEN;23;21;8;717409.69;5787.86
2019;3;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;22;17;10;331247.87;1480.78
2017;12;HALBJAEHRLICH;WEIBLICH;RAUCHEN;47;7;4;477019.67;7315.52
2018;12;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;19;8;8;381511.96;1085.83
2018;4;JAEHRLICH;WEIBLICH;RAUCHEN;25;1;1;344093.21;982.04
2018;4;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;26;14;12;94962.31;312.9
2018;4;MONATLICH;WEIBLICH;NICHTRAUCHEN;60;1;1;41004.97;449.07
2019;2;HALBJAEHRLICH;MAENNLICH;RAUCHEN;22;17;15;548878.07;1951.09
2019;8;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;53;13;7;266638.28;9731.87
2017;8;HALBJAEHRLICH;MAENNLICH;RAUCHEN;45;16;9;335905.72;6519.02
2017;9;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;46;4;2;201390.56;1890.07
2018;7;MONATLICH;MAENNLICH;RAUCHEN;26;36;16;256966.06;3609.71
2018;10;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;46;1;1;272452.52;1220.83
2019;6;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;60;5;5;984194.67;12804.89
2018;11;MONATLICH;MAENNLICH;NICHTRAUCHEN;26;4;2;220743.98;1144.47
2018;4;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;39;26;9;959754.78;28137.5
2019;10;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;42;6;5;319396.17;1541.94
2019;6;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;60;6;4;629141.27;27146.26
2017;4;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;30;6;5;959797.52;3113.73
2018;7;HALBJAEHRLICH;WEIBLICH;RAUCHEN;44;6;3;950247.49;12470.52
2018;8;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;54;3;2;421175.66;4784.66
2018;12;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;51;2;2;112557.19;682.26
2019;4;MONATLICH;WEIBLICH;RAUCHEN;56;8;6;878186.48;24828.08
2017;12;HALBJAEHRLICH;WEIBLICH;RAUCHEN;60;5;3;694616.25;30881.41
2017;3;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;57;9;3;376205.74;12757.31
2018;4;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;58;8;6;141296.34;4914.96
2017;8;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;28;22;6;755581.83;8067.12
2018;10;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;36;11;10;4516.09;17.59
2018;5;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;43;6;3;149889.68;1253.91
2019;2;MONATLICH;MAENNLICH;RAUCHEN;23;20;9;497800.05;3436.64
2019;11;HALBJAEHRLICH;WEIBLICH;RAUCHEN;37;11;10;66870.89;367.72
2017;10;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;28;24;21;977383.59;3963.68
2017;7;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;50;5;1;590325.64;17583.88
2019;12;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;20;21;18;486376.41;1594.65
2018;7;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;31;33;24;605511.64;4381.87
2018;5;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;22;5;4;526668.59;1777.41
2019;5;HALBJAEHRLICH;MAENNLICH;RAUCHEN;20;10;3;420198.91;3729.43
2018;11;MONATLICH;MAENNLICH;NICHTRAUCHEN;19;45;35;290992.39;1696.11
2018;2;MONATLICH;WEIBLICH;RAUCHEN;53;5;1;632371.27;41724.79
2019;8;MONATLICH;MAENNLICH;RAUCHEN;40;2;1;644397.36;5525.49
2018;4;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;22;41;3;695059.24;32039.77
2017;10;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;27;22;1;69568.69;4099.59
2019;12;JAEHRLICH;WEIBLICH;RAUCHEN;50;10;6;224224.38;4749.15
2019;1;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;40;7;7;348702.41;1344.5
2018;8;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;46;10;2;514530.48;13602.92
2017;11;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;49;10;3;246572.69;5393.61
2019;6;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;40;12;5;742209.49;10790.26
2019;3;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;34;30;12;544927.12;6906.39
2017;7;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;55;1;1;520552.51;3932.83
2018;3;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;54;3;3;532106.55;4039.12
2019;4;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;34;18;6;988119.33;10221.38
2018;10;MONATLICH;WEIBLICH;NICHTRAUCHEN;31;30;19;855411.71;6255.33
2018;11;MONATLICH;WEIBLICH;NICHTRAUCHEN;18;4;2;315060.93;1706.85
2017;5;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;29;5;4;246208.66;814.71
2019;8;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;57;1;1;28198.96;247.94
2018;7;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;46;17;10;638728.95;7732.39
2018;7;HALBJAEHRLICH;MAENNLICH;RAUCHEN;58;5;5;432248.92;9637.88
2017;1;MONATLICH;MAENNLICH;NICHTRAUCHEN;24;39;29;93998.06;579.87
2017;7;HALBJAEHRLICH;WEIBLICH;RAUCHEN;38;2;2;11905.14;46.92
2018;12;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;26;15;4;213084.85;2373.26
2019;4;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;35;3;2;759805.93;3209.09
2017;6;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;24;26;21;552117.11;2194.5
2018;9;JAEHRLICH;WEIBLICH;RAUCHEN;32;31;6;606793.51;21725.87
2019;8;MONATLICH;MAENNLICH;RAUCHEN;19;27;26;616316.39;2354
2019;4;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;36;1;1;670768.01;2393.9
2017;11;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;19;13;8;961171.66;4100.83
2018;11;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;45;17;16;616547.44;8219.87
2018;10;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;46;16;10;221240.03;2448.52
2019;3;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;36;3;1;887888.21;7436.69
2019;10;JAEHRLICH;MAENNLICH;RAUCHEN;37;13;10;909600.05;6224.69
2018;9;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;28;7;5;516060.67;1913.77
2019;12;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;54;2;1;203597.8;5277.42
2017;10;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;32;3;3;547532.03;1521.32
2017;5;HALBJAEHRLICH;MAENNLICH;RAUCHEN;50;16;14;869794.3;18383.76
2017;1;MONATLICH;WEIBLICH;NICHTRAUCHEN;53;6;1;263532.53;11901.6
2018;4;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;20;10;7;923237.54;3497.75
2018;1;MONATLICH;MAENNLICH;RAUCHEN;19;44;14;709927.19;11994.15
2019;6;JAEHRLICH;WEIBLICH;RAUCHEN;21;4;4;412058.73;1211.17
2019;2;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;46;15;13;875265.97;7045.78
2019;4;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;33;30;27;76083.95;466.96
2019;5;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;27;18;18;484631.31;1507
2019;7;MONATLICH;MAENNLICH;RAUCHEN;52;2;1;321030.19;7049.09
2018;9;HALBJAEHRLICH;WEIBLICH;RAUCHEN;44;1;1;380412.57;2102.3
2017;12;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;19;8;6;985554.11;3804.24
2018;9;MONATLICH;WEIBLICH;RAUCHEN;20;40;30;868294.5;6577.53
2017;6;MONATLICH;MAENNLICH;NICHTRAUCHEN;55;6;5;226371.21;2487.88
2018;9;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;32;18;11;315489.72;1756.52
2018;2;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;46;6;3;899666.98;8972.87
2017;10;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;36;26;25;988532.84;5954.23
2017;5;MONATLICH;MAENNLICH;NICHTRAUCHEN;58;2;1;442958.84;8527.21
2017;9;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;25;27;11;83204.41;822.1
2017;12;HALBJAEHRLICH;MAENNLICH;RAUCHEN;41;2;1;50312.91;452.34
2017;2;JAEHRLICH;MAENNLICH;RAUCHEN;34;17;10;723923.18;6017.67
2019;9;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;36;23;12;944147.08;8369.02
2019;4;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;58;2;1;917964.17;17233.98
2017;2;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;18;6;5;655020.5;2197.76
2017;6;MONATLICH;MAENNLICH;RAUCHEN;31;35;22;546199.8;8011.99
2019;1;HALBJAEHRLICH;MAENNLICH;RAUCHEN;25;30;30;212247.34;1131.09
2017;12;MONATLICH;MAENNLICH;RAUCHEN;38;27;6;363168.39;15599.23
2018;1;MONATLICH;MAENNLICH;NICHTRAUCHEN;25;4;3;309260.78;1105.48
2017;7;MONATLICH;MAENNLICH;NICHTRAUCHEN;33;11;1;227911.54;6997.81
2017;3;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;54;11;7;143361.25;2255.67
2018;7;MONATLICH;MAENNLICH;NICHTRAUCHEN;55;8;6;812558.81;10625.2
2017;6;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;55;3;1;386318.05;16940.52
2017;2;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;48;17;13;650073.55;13445.34
2018;3;MONATLICH;MAENNLICH;NICHTRAUCHEN;39;15;3;193658.6;3970.3
2019;6;JAEHRLICH;WEIBLICH;RAUCHEN;41;25;3;688227.85;61039.98
2018;7;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;34;29;19;376432.26;2979.49
2019;11;MONATLICH;MAENNLICH;RAUCHEN;20;46;27;509731.56;6134.28
2017;10;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;27;4;4;717282.59;1920.16
2019;3;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;44;10;2;97954.56;2332.32
2017;10;MONATLICH;MAENNLICH;NICHTRAUCHEN;50;5;1;396060.17;11964.49
2017;2;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;46;7;3;276099.02;3253.6
2017;12;MONATLICH;MAENNLICH;NICHTRAUCHEN;29;32;17;990411.86;8060.32
2017;9;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;59;2;1;292122.32;12045.29
2019;1;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;26;10;1;264472.14;6343.68
2017;11;JAEHRLICH;MAENNLICH;RAUCHEN;42;11;7;380236.31;4115.88
2017;7;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;60;4;3;897166.24;30865.23
2017;1;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;37;13;12;635637.46;2666.12
2019;5;MONATLICH;WEIBLICH;RAUCHEN;40;26;8;1646.04;58.98
2018;3;HALBJAEHRLICH;MAENNLICH;RAUCHEN;30;26;20;323339.27;2406.34
2019;12;JAEHRLICH;WEIBLICH;RAUCHEN;35;13;7;712644.63;5881.83
2017;1;MONATLICH;MAENNLICH;RAUCHEN;35;17;12;865186.37;6707.23
2017;7;HALBJAEHRLICH;WEIBLICH;RAUCHEN;22;22;21;258771.52;948.23
2018;12;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;48;12;1;90269.06;11932.11
2019;10;HALBJAEHRLICH;MAENNLICH;RAUCHEN;41;7;2;703024.92;12959.18
2018;6;MONATLICH;MAENNLICH;RAUCHEN;20;5;3;701965.27;3376.37
2017;7;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;29;31;10;908368.66;10923.12
2018;1;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;51;13;13;482553.65;4394.49
2017;4;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;23;34;27;317630.24;1519.56
2018;12;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;56;8;2;740073.61;29443.17
2017;4;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;36;16;8;937356.25;7092.1
2019;12;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;48;10;7;729481.34;6762.67
2019;1;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;32;5;3;976355.58;5238.55
